,player_name,team_abbreviation,age,player_height_cm,player_weight_lbs,college,country,draft_year,draft_round,draft_number,games_played,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_categorical,season_period
12190,Keon Johnson,POR,20.0,193.04,185.0,Tennessee,USA,2021.0,1.0,21.0,37,7.2,2.2,2.1,-19.0,0.031,0.083,0.207,0.4529999999999999,0.174,2021-22,2021-22,2021
12191,Kenyon Martin Jr.,HOU,21.0,195.58,215.0,,USA,2020.0,2.0,52.0,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091,2021-22,2021-22,2021
12192,Kentavious Caldwell-Pope,WAS,29.0,195.58,204.0,Georgia,USA,2013.0,1.0,8.0,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,2021-22,2021-22,2021
12193,Kent Bazemore,LAL,32.0,193.04,195.0,Old Dominion,USA,,,,39,3.4,1.8,0.9,-8.9,0.022,0.0969999999999999,0.128,0.451,0.085,2021-22,2021-22,2021
12194,Kenrich Williams,OKC,27.0,198.12,210.0,TCU,USA,,,,49,7.4,4.5,2.2,1.7,0.062,0.123,0.153,0.532,0.159,2021-22,2021-22,2021
12195,Kemba Walker,NYK,32.0,182.88,184.0,Connecticut,USA,2011.0,1.0,9.0,37,11.6,3.0,3.5,-9.1,0.0139999999999999,0.099,0.2019999999999999,0.537,0.22,2021-22,2021-22,2021
12196,Kessler Edwards,BKN,21.0,200.66,203.0,Pepperdine,USA,2021.0,2.0,44.0,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22,2021-22,2021
12197,Julius Randle,NYK,27.0,203.2,250.0,Kentucky,USA,2014.0,1.0,7.0,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.2789999999999999,0.509,0.251,2021-22,2021-22,2021
12198,Juancho Hernangomez,UTA,26.0,205.74,214.0,,Spain,2016.0,1.0,15.0,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064,2021-22,2021-22,2021
12199,Juan Toscano-Anderson,GSW,29.0,198.12,209.0,Marquette,USA,,,,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,2021-22,2021-22,2021
12200,Jon Teske,MEM,25.0,215.9,265.0,Michigan,USA,,,,3,0.0,0.7,0.3,-7.1,0.0,0.286,0.1,0.0,0.1669999999999999,2021-22,2021-22,2021
12201,John Konchar,MEM,26.0,195.58,210.0,Indiana-Purdue Fort Wayne,USA,,,,72,4.8,4.6,1.5,2.7,0.059,0.182,0.0969999999999999,0.615,0.109,2021-22,2021-22,2021
12202,John Collins,ATL,24.0,205.74,226.0,Wake Forest,USA,2017.0,1.0,19.0,54,16.2,7.8,1.8,0.8,0.0559999999999999,0.19,0.2019999999999999,0.61,0.088,2021-22,2021-22,2021
12203,Joel Embiid,PHI,28.0,213.36,280.0,Kansas,Cameroon,2014.0,1.0,3.0,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,2021-22,2021-22,2021
12204,Joel Ayayi,WAS,22.0,193.04,180.0,Gonzaga,France,,,,7,0.3,0.4,0.6,12.2,0.037,0.105,0.133,0.1669999999999999,0.364,2021-22,2021-22,2021
12205,Joe Wieskamp,SAS,22.0,198.12,205.0,Iowa,USA,2021.0,2.0,41.0,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021-22,2021-22,2021
12206,Jonas Valanciunas,NOP,30.0,210.82,265.0,,Lithuania,2011.0,1.0,5.0,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.1369999999999999,2021-22,2021-22,2021
12207,Joe Johnson,BOS,41.0,200.66,240.0,Arkansas,USA,2001.0,1.0,10.0,1,2.0,0.0,0.0,-100.0,0.0,0.0,0.2,1.0,0.0,2021-22,2021-22,2021
12208,Joe Harris,BKN,30.0,198.12,220.0,Virginia,USA,2014.0,2.0,33.0,14,11.3,4.0,1.0,1.1,0.012,0.109,0.146,0.624,0.047,2021-22,2021-22,2021
12209,Jock Landale,SAS,26.0,210.82,255.0,,Australia,,,,54,4.9,2.6,0.8,-1.1,0.094,0.118,0.172,0.597,0.115,2021-22,2021-22,2021
12210,Jimmy Butler,MIA,32.0,200.66,230.0,Marquette,USA,2011.0,1.0,30.0,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.5920000000000001,0.264,2021-22,2021-22,2021
12211,Jevon Carter,MIL,26.0,185.42,200.0,West Virginia,USA,2018.0,2.0,32.0,66,4.2,1.7,1.5,-3.0,0.0139999999999999,0.0969999999999999,0.135,0.531,0.148,2021-22,2021-22,2021
12212,Rudy Gobert,UTA,30.0,215.9,258.0,,France,2013.0,1.0,27.0,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052,2021-22,2021-22,2021
12213,Jericho Sims,NYK,23.0,205.74,250.0,Texas-Austin,USA,2021.0,2.0,58.0,41,2.2,4.1,0.5,6.5,0.108,0.187,0.068,0.674,0.054,2021-22,2021-22,2021
12214,Joe Ingles,POR,34.0,203.2,220.0,,Australia,,,,45,7.2,2.9,3.5,8.2,0.01,0.099,0.129,0.551,0.195,2021-22,2021-22,2021
12215,Khem Birch,TOR,29.0,205.74,233.0,UNLV,Canada,,,,55,4.5,4.3,1.0,-0.1,0.1119999999999999,0.128,0.108,0.534,0.074,2021-22,2021-22,2021
12216,Jonathan Kuminga,GSW,19.0,200.66,225.0,,DRC,2021.0,1.0,7.0,70,9.3,3.3,0.9,1.9,0.047,0.139,0.2269999999999999,0.6,0.087,2021-22,2021-22,2021
12217,Jordan Clarkson,UTA,30.0,193.04,194.0,Missouri,USA,2014.0,2.0,46.0,79,16.0,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.144,2021-22,2021-22,2021
12218,Jrue Holiday,MIL,32.0,190.5,205.0,UCLA,USA,2009.0,1.0,17.0,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297,2021-22,2021-22,2021
12219,Josh Richardson,SAS,28.0,195.58,200.0,Tennessee,USA,2015.0,2.0,40.0,65,10.2,2.8,1.8,4.5,0.026,0.087,0.171,0.573,0.105,2021-22,2021-22,2021
12220,Josh Okogie,MIN,23.0,193.04,213.0,Georgia Tech,Nigeria,2018.0,1.0,20.0,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066,2021-22,2021-22,2021
12221,Josh Jackson,SAC,25.0,203.2,207.0,Kansas,USA,2017.0,1.0,4.0,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22,2021-22,2021
12222,Josh Hart,POR,27.0,195.58,215.0,Villanova,USA,2017.0,1.0,30.0,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,2021-22,2021-22,2021
12223,Josh Green,DAL,21.0,195.58,200.0,Arizona,Australia,2020.0,1.0,18.0,67,4.8,2.4,1.2,3.7,0.049,0.105,0.13,0.578,0.11,2021-22,2021-22,2021
12224,Jordan Bell,CHI,27.0,200.66,216.0,Oregon,USA,2017.0,2.0,38.0,1,0.0,1.0,0.0,25.0,0.5,0.0,0.0,0.0,0.0,2021-22,2021-22,2021
12225,Josh Giddey,OKC,19.0,203.2,205.0,,Australia,2021.0,1.0,6.0,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325,2021-22,2021-22,2021
12226,Jose Alvarado,NOP,24.0,182.88,179.0,Georgia Tech,USA,,,,54,6.1,1.9,2.8,7.3,0.0289999999999999,0.094,0.174,0.52,0.261,2021-22,2021-22,2021
12227,Jordan Schakel,WAS,24.0,198.12,200.0,San Diego State,USA,,,,4,1.3,2.0,0.0,7.9,0.063,0.188,0.191,0.21,0.0,2021-22,2021-22,2021
12228,Jordan Poole,GSW,23.0,193.04,194.0,Michigan,USA,2019.0,1.0,28.0,76,18.5,3.4,4.0,6.6,0.015,0.094,0.252,0.598,0.207,2021-22,2021-22,2021
12229,Jordan Nwora,MIL,23.0,203.2,225.0,Louisville,USA,2020.0,2.0,45.0,62,7.9,3.6,1.0,-3.0,0.03,0.147,0.187,0.506,0.071,2021-22,2021-22,2021
12230,Darius Garland,CLE,22.0,185.42,192.0,Vanderbilt,USA,2019.0,1.0,5.0,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.5760000000000001,0.3779999999999999,2021-22,2021-22,2021
12231,Jordan Goodwin,WAS,23.0,190.5,200.0,St. Louis,USA,,,,2,0.0,0.5,0.0,-110.0,0.0,0.2,0.25,0.0,0.0,2021-22,2021-22,2021
12232,Josh Christopher,HOU,20.0,190.5,215.0,Arizona State,USA,2021.0,1.0,24.0,74,7.9,2.5,2.0,-9.2,0.037,0.103,0.205,0.534,0.17,2021-22,2021-22,2021
12233,Khris Middleton,MIL,30.0,200.66,222.0,Texas A&M,USA,2012.0,2.0,39.0,66,20.1,5.4,5.4,5.4,0.019,0.136,0.255,0.5770000000000001,0.246,2021-22,2021-22,2021
12234,Joshua Primo,SAS,19.0,193.04,189.0,Alabama,Canada,2021.0,1.0,12.0,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111,2021-22,2021-22,2021
12235,Killian Tillie,MEM,24.0,205.74,220.0,Gonzaga,France,,,,36,3.3,1.7,0.6,3.4,0.04,0.085,0.128,0.452,0.061,2021-22,2021-22,2021
12236,Shaq Buchanan,MEM,25.0,190.5,190.0,Murray State,USA,,,,2,1.0,1.0,1.0,-8.7,0.091,0.143,0.214,0.25,0.25,2021-22,2021-22,2021
12237,Shaquille Harrison,BKN,28.0,193.04,195.0,Tulsa,USA,,,,2,2.0,2.0,1.5,-12.4,0.053,0.125,0.148,0.3329999999999999,0.188,2021-22,2021-22,2021
12238,Sharife Cooper,ATL,21.0,185.42,176.0,Auburn,USA,2021.0,2.0,48.0,13,0.5,0.4,0.4,-43.9,0.0,0.147,0.2019999999999999,0.25,0.313,2021-22,2021-22,2021
12239,Skylar Mays,ATL,24.0,193.04,205.0,Louisiana State,USA,2020.0,2.0,50.0,28,2.9,0.9,0.6,-12.9,0.022,0.091,0.149,0.589,0.12,2021-22,2021-22,2021
12240,Solomon Hill,ATL,31.0,198.12,226.0,Arizona,USA,2013.0,1.0,23.0,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.1169999999999999,2021-22,2021-22,2021
12241,Spencer Dinwiddie,DAL,29.0,198.12,215.0,Colorado,USA,2014.0,2.0,38.0,67,13.7,4.2,5.2,-1.0,0.022,0.111,0.208,0.5429999999999999,0.27,2021-22,2021-22,2021
12242,Shake Milton,PHI,25.0,195.58,205.0,Southern Methodist,USA,2018.0,2.0,54.0,55,8.2,2.6,2.5,-1.0,0.025,0.094,0.174,0.517,0.178,2021-22,2021-22,2021
12243,Stanley Johnson,LAL,26.0,198.12,242.0,Arizona,USA,2015.0,1.0,8.0,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,2021-22,2021-22,2021
12244,Sterling Brown,DAL,27.0,195.58,219.0,Southern Methodist,USA,2017.0,2.0,46.0,49,3.3,3.0,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22,2021-22,2021
12245,Steven Adams,MEM,28.0,210.82,265.0,Pittsburgh,New Zealand,2013.0,1.0,12.0,76,6.9,10.0,3.4,8.3,0.159,0.198,0.118,0.56,0.155,2021-22,2021-22,2021
12246,Svi Mykhailiuk,TOR,25.0,200.66,205.0,Kansas,Ukraine,2018.0,2.0,47.0,56,4.6,1.6,0.8,-5.9,0.024,0.1009999999999999,0.161,0.509,0.094,2021-22,2021-22,2021
12247,T.J. McConnell,IND,30.0,185.42,190.0,Arizona,USA,2015.0,0.0,,27,8.5,3.3,4.9,-5.5,0.0289999999999999,0.11,0.157,0.525,0.287,2021-22,2021-22,2021
12248,Tacko Fall,CLE,26.0,228.6,311.0,UCF,Senegal,,,,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.3979999999999999,0.048,2021-22,2021-22,2021
12249,Taj Gibson,NYK,37.0,205.74,232.0,Southern California,USA,2009.0,1.0,26.0,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05,2021-22,2021-22,2021
12250,Stephen Curry,GSW,34.0,187.96,185.0,Davidson,USA,2009.0,1.0,7.0,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286,2021-22,2021-22,2021
12251,Talen Horton-Tucker,LAL,21.0,193.04,234.0,Iowa State,USA,2019.0,2.0,46.0,60,10.0,3.2,2.7,-2.2,0.024,0.1,0.1889999999999999,0.503,0.153,2021-22,2021-22,2021
12252,Seth Curry,BKN,31.0,187.96,185.0,Duke,USA,,,,64,15.0,3.1,3.6,4.5,0.01,0.0819999999999999,0.182,0.615,0.162,2021-22,2021-22,2021
12253,Semi Ojeleye,LAC,27.0,198.12,240.0,Southern Methodist,USA,2017.0,2.0,37.0,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.4379999999999999,0.033,2021-22,2021-22,2021
12254,Russell Westbrook,LAL,33.0,190.5,200.0,UCLA,USA,2008.0,1.0,4.0,78,18.5,7.4,7.1,-4.0,0.039,0.165,0.264,0.512,0.311,2021-22,2021-22,2021
12255,Ryan Arcidiacono,NYK,28.0,190.5,195.0,Villanova,USA,,,,10,1.6,0.8,0.4,-8.2,0.0,0.105,0.085,0.667,0.091,2021-22,2021-22,2021
